condition 3,1.549724,condition 1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.749183,condition 2,1.167087,,12/18/2019 6:21:22 PM 
condition 3,1.348001,1.078334,Noticeability Times: 2.577856,1.229999,condition 2,1.600289,1.734826,Noticeability Times: 2.325141,1.365632,condition 1,-3.358437,2.257657,-1,-1,-1,5.948028,Noticeability Times: 2.358437,2.224089,,12/19/2019 4:14:27 PM 
condition 2,18.63498,29.62157,Noticeability Times,13.31063,10.88503,condition 3,15.85567,3.807906,Noticeability Times,5.66152,2.038745,condition 1,-1,-1,-1,5.779259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.69242,Noticeability Times,1.786382,1.145383,,12/19/2019 4:34:27 PM 
condition 3,3.723663,2.072436,Noticeability Times,2.17354,0.9098431,condition 2,2.139842,1.702108,Noticeability Times,1.365462,0.5728707,condition 1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.60822,1.533396,Noticeability Times,2.342032,0.6907496,,12/20/2019 3:02:36 PM 
condition 1,Noticeability Times,2.859528,1.17956,2.04431,condition 2,Noticeability Times,,3/7/2020 4:04:34 PM 
condition 1,Noticeability Times,-1,-1,-1,4.049193,5.305654,0.7477201,condition 2,Noticeability Times,,3/7/2020 4:33:57 PM 
condition 1,Noticeability Times,4.350261,1.031852,2.337418,condition 2,Noticeability Times,-1,32.56044,1.961205,0.7245145,,3/7/2020 6:10:32 PM 
